x-axis,1KHZ,2,3
second,Volt,Volt,Volt
-193.865271E-03,+785.957172E-03,+448.002012E-03,-81.799234E-03
-193.858967E-03,+802.693537E-03,+413.859865E-03,-115.271816E-03
-193.852663E-03,+802.693499E-03,+430.930882E-03,-48.326432E-03
-193.846359E-03,+785.957135E-03,+396.788736E-03,-81.799086E-03
-193.840055E-03,+785.957135E-03,+413.859866E-03,-48.326283E-03
-193.833751E-03,+785.957098E-03,+430.930996E-03,-14.853707E-03
-193.827447E-03,+769.220772E-03,+448.002048E-03,-81.799236E-03
-193.821143E-03,+785.957173E-03,+430.930918E-03,-115.271887E-03
-193.814839E-03,+802.693422E-03,+413.859827E-03,-81.799161E-03
-193.808535E-03,+752.484487E-03,+413.859867E-03,-81.799161E-03
-193.802231E-03,+819.429783E-03,+430.930878E-03,-81.799161E-03
-193.795927E-03,+752.484411E-03,+396.788698E-03,-81.799161E-03
-193.789623E-03,+785.957096E-03,+396.788778E-03,-81.799161E-03
-193.783319E-03,+769.220734E-03,+430.930917E-03,-81.799239E-03
-193.777014E-03,+769.220774E-03,+413.859827E-03,-115.271884E-03
-193.770710E-03,+785.957175E-03,+413.859868E-03,-81.799240E-03
-193.764406E-03,+802.693457E-03,+430.930916E-03,-115.271883E-03
-193.758102E-03,+769.220774E-03,+413.859786E-03,-81.799241E-03
-193.751798E-03,+785.957135E-03,+396.788821E-03,-115.271882E-03
-193.745494E-03,+785.957095E-03,+448.002004E-03,-81.799080E-03
-193.739190E-03,+769.220816E-03,+413.859786E-03,-48.326440E-03
-193.732886E-03,+802.693414E-03,+396.788865E-03,-81.799079E-03
-193.726582E-03,+752.484333E-03,+465.073133E-03,-48.326441E-03
-193.720278E-03,+752.484416E-03,+430.930873E-03,-81.799078E-03
-193.713974E-03,+785.957177E-03,+396.788740E-03,-48.326441E-03
-193.707670E-03,+802.693453E-03,+413.859827E-03,-81.799328E-03
-193.701366E-03,+769.220692E-03,+413.859827E-03,-148.744514E-03
-193.695062E-03,+752.484417E-03,+413.859827E-03,-48.326443E-03
-193.688758E-03,+785.957093E-03,+413.859871E-03,-81.799161E-03
-193.682454E-03,+769.220777E-03,+430.930914E-03,-81.799161E-03
-193.676150E-03,+785.957178E-03,+413.859915E-03,-81.799075E-03
-193.669846E-03,+802.693451E-03,+448.002087E-03,-48.326358E-03
-193.663542E-03,+769.220777E-03,+448.002087E-03,-48.326445E-03
-193.657238E-03,+785.957135E-03,+448.001910E-03,-81.799248E-03
-193.650933E-03,+785.957135E-03,+379.717612E-03,-115.271876E-03
-193.644629E-03,+785.957135E-03,+396.788742E-03,-81.799161E-03
-193.638325E-03,+785.957179E-03,+413.859783E-03,-81.799161E-03
-193.632021E-03,+802.693492E-03,+396.788878E-03,-81.799161E-03
-193.625717E-03,+785.957135E-03,+465.073081E-03,-81.799338E-03
-193.619413E-03,+785.957180E-03,+413.859964E-03,-148.744676E-03
-193.613109E-03,+802.693492E-03,+465.073080E-03,-115.271784E-03
-193.606805E-03,+785.957090E-03,+413.859782E-03,-48.326448E-03
-193.600501E-03,+769.220824E-03,+396.788836E-03,-81.799161E-03
-193.594197E-03,+802.693446E-03,+448.001994E-03,-81.799070E-03
-193.587893E-03,+769.220688E-03,+413.859921E-03,-48.326449E-03
-193.581589E-03,+752.484333E-03,+448.002040E-03,-81.799344E-03
-193.575285E-03,+752.484471E-03,+430.930910E-03,-148.744674E-03
-193.568981E-03,+802.693444E-03,+413.859875E-03,-115.271871E-03
-193.562677E-03,+769.220780E-03,+430.930910E-03,-81.799161E-03
-193.556373E-03,+785.957089E-03,+413.859780E-03,-81.799067E-03
-193.550069E-03,+769.220734E-03,+396.788745E-03,-48.326358E-03
-193.543765E-03,+769.220687E-03,+413.859875E-03,-48.326452E-03
-193.537461E-03,+752.484427E-03,+430.930909E-03,-81.799066E-03
-193.531157E-03,+785.957135E-03,+413.859827E-03,-48.326453E-03
-193.524853E-03,+785.957040E-03,+413.859827E-03,-81.799161E-03
-193.518548E-03,+752.484524E-03,+413.859779E-03,-81.799065E-03
-193.512244E-03,+819.429745E-03,+396.788845E-03,-48.326454E-03
-193.505940E-03,+752.484381E-03,+448.001939E-03,-81.799064E-03
-193.499636E-03,+769.220734E-03,+396.788698E-03,-48.326358E-03
-193.493332E-03,+769.220783E-03,+396.788648E-03,-48.326358E-03
-193.487028E-03,+785.957135E-03,+379.717668E-03,-48.326456E-03
-193.480724E-03,+785.957037E-03,+413.859878E-03,-81.799161E-03
-193.474420E-03,+752.484382E-03,+430.930857E-03,-81.799062E-03
-193.468116E-03,+769.220784E-03,+396.788647E-03,-48.326457E-03
-193.461812E-03,+785.957135E-03,+379.717822E-03,-81.799161E-03
-193.455508E-03,+785.957135E-03,+465.073166E-03,-81.799161E-03
-193.449204E-03,+785.957085E-03,+448.002036E-03,-81.799060E-03
-193.442900E-03,+769.220784E-03,+430.930803E-03,-48.326358E-03
-193.436596E-03,+785.957034E-03,+379.717671E-03,-48.326459E-03
-193.430292E-03,+752.484384E-03,+413.859672E-03,-81.799262E-03
-193.423988E-03,+769.220734E-03,+362.646594E-03,-115.271861E-03
-193.417684E-03,+769.220785E-03,+413.859880E-03,-81.799058E-03
-193.411380E-03,+785.956981E-03,+430.930905E-03,-48.326358E-03
-193.405076E-03,+735.748086E-03,+413.859827E-03,-48.326152E-03
-193.398772E-03,+785.957032E-03,+413.859880E-03,+18.618936E-03
-193.392467E-03,+752.484333E-03,+430.931010E-03,-81.799161E-03
-193.386163E-03,+752.484437E-03,+448.001981E-03,-81.799056E-03
-193.379859E-03,+785.957031E-03,+413.859827E-03,-48.326568E-03
-193.373555E-03,+752.484385E-03,+413.859827E-03,-115.271753E-03
-193.367251E-03,+769.220681E-03,+413.859720E-03,-48.326464E-03
-193.360947E-03,+752.484333E-03,+379.717622E-03,-81.799055E-03
